age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility,total_monthly_expenses,debt_to_income_ratio,expense_to_income_ratio,available_income,affordability_ratio
56,Male,Single,Post Graduate,190156,Private,23,Medium,Rented,24487,3,2,10827,12841,13154,14576,16515,No,3568,663,992618,150959,Vehicle,458690,29,32965.8,High_Risk,95968,0.01876354151328383,0.5046803676981005,94188,0.17336187130566483
28,Male,Married,Post Graduate,180261,Government,7,Small,Rented,28280,5,0,6707,5148,11729,8106,6518,Yes,14490,310,593341,240106,Home Appliances,1277405,63,34749.05,Not_Eligible,80978,0.08038344400619102,0.44922639949850496,99283,0.19277076017552328
54,Male,Single,Professional,159582,Private,10,Small,Family,11575,5,4,4321,3035,14097,21531,9285,Yes,1219,360,931805,389904,E-commerce Shopping,74638,54,33081.65,Not_Eligible,65063,0.0076387061197378155,0.40770888947375017,94519,0.20730188868418745
30,Female,Married,Post Graduate,105502,Private,9,Medium,Family,18228,2,0,8995,2324,2222,26810,766,No,23007,685,642430,293826,E-commerce Shopping,1048021,31,8102.499999999999,High_Risk,82352,0.21807169532331142,0.7805728801349737,23150,0.07679949195275917
43,Male,Single,Professional,37152,Private,19,Small,Rented,3924,3,3,14114,23136,13723,20686,11960,Yes,26455,544,161449,325070,E-commerce Shopping,1053553,15,500.0,Not_Eligible,113998,0.7120747200689062,3.068421619293712,-76846,0.013458225667527994
56,Female,Married,Post Graduate,99738,Government,8,Small,Family,27675,6,1,10049,21310,11456,6075,10985,Yes,3176,369,551715,374115,E-commerce Shopping,911246,39,3154.2,Not_Eligible,90726,0.03184342978603942,0.9096432653552307,9012,0.03162485712566925
33,Male,Single,Post Graduate,172517,Self-employed,14,Large,Rented,15701,5,4,6833,28633,10725,9733,2418,No,1800,628,31368,180703,Education,812534,44,33835.9,High_Risk,75843,0.010433754354643311,0.4396262397328959,96674,0.19613081609348645
36,Male,Single,Professional,147267,Government,25,Small,Family,29097,1,1,6249,24613,7183,7805,5988,Yes,5193,683,44674,245256,Home Appliances,1064501,47,21398.65,High_Risk,86128,0.035262482429872274,0.5848424969613015,61139,0.14530512606354445
35,Male,Single,Professional,119533,Self-employed,19,Medium,Rented,13170,5,3,3147,25806,5793,17661,13394,No,9290,468,555251,282023,E-commerce Shopping,463347,44,10945.2,Not_Eligible,88261,0.0777191235893017,0.7383818694419114,31272,0.09156634569533101
40,Female,Single,Post Graduate,40433,Government,23,Large,Family,21265,1,1,4611,5825,6608,13152,5557,No,9312,531,436140,423665,Vehicle,1406744,36,500.0,Not_Eligible,66330,0.2303069275097074,1.6404916775900873,-25897,0.012366136571612297
25,Male,Married,Professional,151377,Government,21,Large,Family,16918,5,2,1846,7819,9983,21084,5585,No,23792,393,832677,81279,Home Appliances,733691,36,22522.5,Not_Eligible,87027,0.15717050806925756,0.5749023960046771,64350,0.14878416139836304
45,Male,Single,Post Graduate,63648,Self-employed,4,Large,Family,7577,1,2,12474,8480,8748,27070,11836,Yes,13702,758,152962,414933,Education,1266162,76,500.0,Not_Eligible,89887,0.2152777777777778,1.4122517596782302,-26239,0.00785570638511815
54,Female,Single,Graduate,57113,Private,14,Medium,Own,5730,4,3,8134,23502,14560,4024,11591,No,20106,818,218617,25571,E-commerce Shopping,580682,81,500.0,Not_Eligible,87647,0.35203894034633093,1.5346243412182865,-30534,0.00875457426505349
37,Female,Single,High School,118504,Self-employed,3,Medium,Family,8476,2,1,14867,21996,12348,28175,7113,Yes,23660,435,209696,20191,Home Appliances,289788,29,654.15,Not_Eligible,116635,0.19965570782420847,0.9842283804766084,1869,0.005520066833187065
58,Female,Married,High School,145431,Private,4,Medium,Rented,7987,6,3,6418,7936,7547,20825,15579,Yes,20507,741,745082,151226,Personal Loan,992353,82,20521.2,Eligible,86799,0.14100845074296403,0.5968397384326588,58632,0.14110609154856943
28,Female,Single,Post Graduate,188714,Private,30,Small,Rented,10861,6,4,3719,29920,10244,26731,9005,Yes,11365,821,989251,311108,E-commerce Shopping,853920,44,30404.15,Eligible,101845,0.06022340684845851,0.5396790911114173,86869,0.16111231811100396
52,Male,Single,High School,48062,Government,28,Small,Own,28362,4,1,12226,6595,3084,29998,11440,No,27485,409,193545,320633,Home Appliances,336225,28,500.0,Not_Eligible,119190,0.5718655070533893,2.479921767716699,-71128,0.010403229162331988
55,Female,Single,Post Graduate,86633,Government,14,Large,Own,25705,6,2,10778,14363,3554,19315,7546,No,12406,493,338723,470952,E-commerce Shopping,1254675,54,500.0,Not_Eligible,93667,0.14320178223078966,1.081193078849861,-7034,0.005771472764420024
51,Male,Single,Professional,56604,Government,26,Large,Own,8695,1,0,6094,12989,12795,20029,4546,Yes,9799,449,920759,456687,Personal Loan,898825,29,500.0,Not_Eligible,74947,0.17311497420676983,1.324058370433185,-18343,0.008833298000141333
29,Male,Single,Graduate,152750,Government,16,Medium,Family,4141,6,2,12935,15092,2681,10619,486,No,11290,525,593699,168643,Vehicle,1101084,53,33427.1,Not_Eligible,57244,0.07391162029459902,0.37475613747954173,95506,0.21883535188216038
49,Female,Married,High School,47121,Government,22,Medium,Family,7936,2,1,2065,26957,11499,4991,9882,No,16533,622,192094,431023,Vehicle,1273562,70,500.0,Not_Eligible,79863,0.35086267269370347,1.694849430190361,-32742,0.010610980242354788
27,Male,Married,High School,194575,Self-employed,7,Small,Rented,29839,3,1,4380,5492,4722,18791,8870,Yes,8873,559,58093,330428,Personal Loan,433210,63,39762.8,Not_Eligible,80967,0.04560195297443145,0.41612231787228576,113608,0.2043571887447
57,Female,Married,Professional,140015,Self-employed,27,Small,Rented,25112,1,1,11171,14138,12518,25222,2261,No,29837,368,988575,76036,Home Appliances,399088,36,6914.599999999999,Not_Eligible,120259,0.21309859657893798,0.8589008320537085,19756,0.04938470878120201
28,Male,Single,Graduate,101940,Self-employed,24,Medium,Family,24637,6,1,12162,6704,3036,22756,9299,No,19609,608,618624,65542,Education,624875,77,1307.9499999999998,Not_Eligible,98203,0.19235824995095155,0.9633411810869139,3737,0.012830586619580144
49,Female,Married,Graduate,31494,Self-employed,28,Medium,Rented,22245,5,4,13301,23852,8103,7747,6170,Yes,15851,682,226410,260554,E-commerce Shopping,798743,5,500.0,Not_Eligible,97269,0.5033022162951674,3.0884930462945324,-65775,0.01587603988061218
44,Female,Single,Graduate,190257,Government,18,Small,Family,21585,5,0,11144,203,4157,4646,6963,Yes,25337,784,244303,373606,Education,1417722,27,40677.7,Eligible,74035,0.1331724982523639,0.3891315431232491,116222,0.2138039599068628
58,Female,Single,Professional,155750,Self-employed,30,Large,Own,18767,3,2,4745,6522,12917,22525,2241,Yes,8374,482,655723,182149,E-commerce Shopping,1460387,27,27880.65,Not_Eligible,76091,0.05376565008025682,0.488545746388443,79659,0.17900898876404495
50,Female,Single,High School,183704,Self-employed,8,Large,Family,24786,4,4,14055,21618,11873,26412,13873,No,7370,743,898585,210866,Education,276438,67,22300.95,Eligible,119987,0.04011888690502112,0.6531539868484083,63717,0.1213961046030571
29,Female,Single,High School,61235,Private,9,Small,Family,18831,1,3,8185,25619,11156,23703,556,No,13382,813,883355,409552,E-commerce Shopping,906316,78,500.0,Not_Eligible,101432,0.21853515146566507,1.6564383114232057,-40197,0.008165264962848045
59,Female,Married,Graduate,147720,Government,4,Small,Family,4804,5,1,6400,13295,11651,17559,11539,Yes,10422,694,744651,264219,Vehicle,130288,84,25217.5,High_Risk,75670,0.07055239642567018,0.5122529109125372,72050,0.17071148118061197
52,Male,Married,Professional,96213,Self-employed,9,Large,Rented,26970,2,2,9434,18004,8555,21138,18039,No,8364,400,887695,201528,E-commerce Shopping,101314,39,500.0,Not_Eligible,110504,0.08693211936016962,1.148535021254924,-14291,0.0051968029268394085
53,Male,Married,Professional,31489,Self-employed,21,Small,Family,14315,3,3,10883,27535,8567,3750,17350,No,10781,440,814817,378686,E-commerce Shopping,480457,15,500.0,Not_Eligible,93181,0.34237352726348885,2.9591603417066277,-61692,0.015878560767252057
33,Male,Single,Professional,92281,Self-employed,0,Large,Family,19653,4,0,10159,18827,9613,3842,8483,No,26433,467,570303,324005,Personal Loan,1496719,84,500.0,Not_Eligible,97010,0.28644032899513444,1.0512456518676652,-4729,0.005418233439169493
30,Female,Married,Graduate,151890,Government,24,Large,Family,8568,4,2,2404,20220,1958,16859,675,No,24930,689,485828,492242,Personal Loan,830340,17,26696.6,High_Risk,75614,0.16413193758641123,0.49782079136217,76276,0.1757627230232405
43,Male,Married,Professional,123190,Self-employed,24,Small,Own,9377,2,4,255,19507,6452,22798,13444,No,18585,823,572846,408112,E-commerce Shopping,553478,8,11470.2,Eligible,90418,0.1508645182238818,0.7339719133046514,32772,0.09310983034337203
35,Female,Single,Graduate,139613,Private,21,Medium,Family,27855,6,3,10847,20115,14971,14620,19667,No,23128,786,61275,405995,E-commerce Shopping,855213,41,2943.5,Not_Eligible,131203,0.16565792583785177,0.9397620565420126,8410,0.021083280210295603
26,Male,Married,Graduate,179221,Government,23,Medium,Family,23348,2,2,13585,3257,14764,27342,6035,Yes,10624,371,242841,411403,Home Appliances,1019506,15,28093.1,Not_Eligible,98955,0.059278767555141415,0.5521395372194107,80266,0.15675116197320627
33,Male,Single,Graduate,173384,Private,3,Medium,Family,7062,6,4,6477,28332,11238,22894,16564,Yes,25308,628,989160,456364,Vehicle,308476,78,19428.15,High_Risk,117875,0.14596502560789923,0.6798493517279565,55509,0.11205272689521525
45,Female,Married,Post Graduate,183196,Government,20,Medium,Rented,19882,3,1,10028,29024,9786,21687,16744,Yes,9111,815,391874,445797,E-commerce Shopping,1279075,76,23426.9,Eligible,116262,0.049733618637961524,0.6346317605187887,66934,0.127878883818424
48,Male,Married,Graduate,119222,Self-employed,4,Medium,Own,14379,2,2,7535,17521,14460,20889,18855,No,25910,464,831001,76498,E-commerce Shopping,1485172,28,500.0,Not_Eligible,119549,0.21732566137122344,1.002742782372381,-327,0.004193856838502961
58,Male,Married,Professional,16316,Government,22,Medium,Own,2847,5,1,6140,10753,3217,20811,14459,No,24421,331,75753,36320,Vehicle,50457,29,500.0,Not_Eligible,82648,1.4967516548173572,5.06545721990684,-66332,0.030644765873988723
46,Male,Single,Post Graduate,75046,Government,6,Medium,Family,24042,4,3,6158,8737,10540,23238,4258,Yes,16192,484,290438,291116,Home Appliances,763944,24,500.0,Not_Eligible,93165,0.21576099992004905,1.2414385843349411,-18119,0.006662580284092424
27,Female,Married,High School,93643,Government,22,Small,Family,23830,6,3,178,12569,3829,16699,18239,No,13336,439,772186,36228,Personal Loan,1139951,82,1737.05,Not_Eligible,88680,0.14241320760761617,0.9470008436295292,4963,0.01854970472966479
36,Male,Married,High School,112504,Private,4,Small,Rented,24467,2,3,7612,25248,1227,16340,9004,No,21601,586,301489,127040,Personal Loan,1206193,67,2451.75,Not_Eligible,105499,0.19200206214890136,0.9377355471805446,7005,0.021792558486809357
52,Female,Married,Professional,130594,Government,19,Medium,Family,25362,1,1,7939,23721,8493,7071,492,No,29225,794,918972,482210,Vehicle,1009467,45,9901.85,High_Risk,102303,0.2237851662404092,0.7833667702957257,28291,0.07582163039649602
54,Male,Married,Professional,79042,Self-employed,7,Small,Rented,732,2,1,5522,25335,1004,14466,18213,No,5419,662,128936,430242,E-commerce Shopping,621806,45,2922.85,Not_Eligible,70691,0.06855848789251284,0.8943473090255813,8351,0.03697844184104653
50,Male,Single,Professional,143295,Government,16,Large,Family,21447,6,4,4183,9536,1151,5374,470,Yes,27716,722,670876,159598,Personal Loan,1413355,67,25696.3,Eligible,69877,0.19341917024320457,0.4876443700059318,73418,0.17932447049792385
45,Male,Single,Professional,169174,Government,0,Medium,Rented,28444,4,2,6237,519,11460,16365,17764,No,24936,539,936259,201838,E-commerce Shopping,1158505,13,22207.15,Not_Eligible,105725,0.14739853641812573,0.6249482781042004,63449,0.13126810266352987
52,Male,Married,Post Graduate,129430,Self-employed,21,Large,Own,7313,5,4,4940,8000,13444,8609,10394,No,22411,610,551445,477854,Education,951251,36,19011.65,High_Risk,75111,0.17315151046897936,0.5803214092559684,54319,0.14688750676041104
50,Female,Married,Professional,140782,Self-employed,17,Small,Family,23620,2,1,11658,20589,12521,23189,19016,No,15111,518,781992,197877,E-commerce Shopping,1430458,69,5277.299999999999,Not_Eligible,125704,0.10733616513474734,0.8928982398317967,15078,0.03748561605887116
57,Male,Married,Graduate,178029,Private,11,Medium,Rented,19083,5,2,27,15241,4077,23319,3330,No,9065,694,900875,284451,Personal Loan,801879,79,36360.45,High_Risk,74142,0.05091867055367384,0.4164602396238815,103887,0.20423891613164147
45,Female,Single,High School,158944,Self-employed,2,Large,Rented,12809,1,3,14321,28191,7433,16309,11493,No,9278,652,230706,401831,E-commerce Shopping,265745,60,20688.5,High_Risk,99834,0.05837276021743507,0.6281080128850413,59110,0.13016219549023555
59,Female,Married,Professional,65094,Self-employed,19,Small,Family,2158,6,4,10936,29624,11517,20767,14435,Yes,17101,540,139273,248418,E-commerce Shopping,483201,13,500.0,Not_Eligible,106538,0.26271238516606754,1.6366792638338403,-41444,0.007681199496113313
58,Male,Married,Graduate,62719,Self-employed,13,Medium,Rented,28196,4,4,14410,12967,4971,14812,12513,No,23187,509,951737,219559,Home Appliances,258305,52,500.0,Not_Eligible,111056,0.3696965831725633,1.770691496994531,-48337,0.007972065881152441
42,Male,Single,Professional,136103,Government,15,Medium,Family,20048,3,4,8245,26177,2004,22660,13341,Yes,10734,831,167270,461500,Home Appliances,1246122,74,11512.9,Eligible,103209,0.07886674063025796,0.7583153934887549,32894,0.0845896122789358
35,Female,Single,Graduate,143826,Private,17,Large,Family,27231,4,1,8512,11806,14168,3279,3293,Yes,12711,395,282054,390667,E-commerce Shopping,978481,12,21989.1,Not_Eligible,81000,0.08837762296107797,0.563180509782654,62826,0.15288682157607109
47,Female,Single,Post Graduate,165765,Self-employed,9,Large,Rented,25654,6,2,3630,13246,8301,24558,1039,No,21320,656,197432,433398,Vehicle,426931,81,23805.95,High_Risk,97748,0.12861581154043375,0.5896781588393207,68017,0.14361264440623775
46,Male,Married,High School,65478,Self-employed,22,Large,Rented,24195,3,3,6903,6467,9002,23362,10181,No,15739,326,13301,316113,Vehicle,184023,10,500.0,Not_Eligible,95849,0.2403708115702984,1.4638351812822628,-30371,0.007636152600873576
41,Male,Single,High School,58677,Self-employed,14,Small,Rented,11486,3,1,11497,6071,4660,5270,2765,No,24830,593,198373,215771,Vehicle,250455,66,500.0,Not_Eligible,66579,0.42316410177752783,1.1346694616289177,-7902,0.008521226374899875
29,Male,Single,Post Graduate,156832,Government,9,Large,Own,28222,4,3,6773,14347,4518,13347,10455,Yes,12026,642,428231,212748,Vehicle,1294164,32,23500.4,High_Risk,89688,0.07668077943276883,0.5718730871250766,67144,0.14984441950622324
35,Male,Married,Graduate,26584,Government,0,Large,Family,24537,6,0,14083,1822,14270,9861,611,No,4356,653,176185,307613,Personal Loan,523127,38,500.0,Not_Eligible,69540,0.16385795967499248,2.61585916340656,-42956,0.018808305747818235
54,Male,Single,Professional,17106,Private,18,Large,Family,4619,3,0,13541,18408,10186,20067,10775,Yes,23680,375,995601,148007,Vehicle,1280080,32,500.0,Not_Eligible,101276,1.3843095989711212,5.920495732491523,-84170,0.0292295101134105
39,Female,Married,Graduate,159741,Private,1,Medium,Own,18577,6,3,5921,15382,7489,19985,12720,Yes,522,530,950395,82832,Personal Loan,908941,58,27700.75,Not_Eligible,80596,0.003267789734632937,0.5045417269204525,79145,0.17341039557784163
51,Male,Married,High School,40223,Government,12,Large,Own,10503,5,0,12016,1184,10928,21427,6701,No,6019,679,884188,356424,Vehicle,148836,71,500.0,Not_Eligible,68778,0.14964075280312258,1.7099172115456331,-28555,0.012430698853889565
59,Male,Single,Post Graduate,50706,Self-employed,24,Large,Rented,20947,1,2,331,14599,10814,20916,4071,No,14757,341,556025,312678,E-commerce Shopping,420539,21,500.0,Not_Eligible,86435,0.29103064726067923,1.704630615706228,-35729,0.00986076598430166
57,Female,Married,Post Graduate,173554,Self-employed,15,Small,Family,26160,2,2,1717,28349,3627,3960,13103,No,5648,714,593915,24981,Vehicle,864314,51,31846.5,Eligible,82564,0.03254318540627125,0.4757251345402584,90990,0.18349620291090957
44,Male,Single,Graduate,75369,Private,7,Small,Own,19390,6,1,11735,16763,11145,6077,19498,No,19011,532,571934,351799,E-commerce Shopping,406361,79,500.0,Not_Eligible,103619,0.2522389841977471,1.3748225397709934,-28250,0.0066340272525839536
40,Male,Single,Graduate,180215,Self-employed,2,Large,Own,20428,6,3,316,18511,5708,3506,17974,Yes,8607,824,775596,219965,E-commerce Shopping,679121,64,36807.75,Eligible,75050,0.04775962045334739,0.4164470216130733,105165,0.20424354243542436
58,Female,Single,Post Graduate,170312,Government,20,Small,Family,1210,3,1,6244,25870,7087,13014,7585,Yes,19460,847,342479,377400,Home Appliances,1294372,63,31444.7,Eligible,80470,0.11426088590351825,0.47248579078397296,89842,0.18462997322560948
26,Male,Married,High School,25015,Private,18,Small,Family,11606,6,2,14583,14760,7817,28770,18752,Yes,917,374,211985,475790,Education,465100,27,500.0,Not_Eligible,97205,0.03665800519688187,3.8858684789126525,-72190,0.01998800719568259
59,Female,Single,Professional,97164,Government,13,Small,Family,18370,6,2,3551,8807,7456,28450,13979,Yes,8397,603,823584,116060,Education,231324,80,2853.9,Not_Eligible,89010,0.08642089662838089,0.9160800296406076,8154,0.02937198962578733
52,Male,Married,Professional,66500,Government,10,Medium,Rented,3170,3,2,6098,435,12684,21699,12228,Yes,22996,549,630952,173431,E-commerce Shopping,1049467,13,500.0,Not_Eligible,79310,0.3458045112781955,1.1926315789473685,-12810,0.007518796992481203
30,Male,Married,Graduate,78925,Self-employed,28,Large,Own,27302,4,4,11100,5017,2925,15480,18234,No,10321,703,638360,83509,Education,379521,32,500.0,Not_Eligible,90379,0.13076971808679125,1.1451251187836553,-11454,0.0063351282863477985
33,Male,Married,Post Graduate,105979,Government,11,Large,Rented,23857,6,0,2917,19533,6702,5803,6893,Yes,9282,830,112378,490127,Education,609541,73,10847.2,Eligible,74987,0.0875833891620038,0.7075647062153823,30992,0.1023523528246162
44,Female,Single,Post Graduate,111355,Government,10,Large,Family,18132,5,1,7792,1547,9364,8299,16828,No,21236,777,361528,141011,Vehicle,550664,68,9854.95,High_Risk,83198,0.19070540164339275,0.7471420232589466,28157,0.0885002918593687
25,Female,Married,Post Graduate,195703,Self-employed,27,Small,Family,15558,2,1,12508,21274,10384,13309,1854,Yes,24842,689,554609,266200,Education,158507,37,33590.9,High_Risk,99729,0.12693724674634524,0.5095936189021119,95974,0.17164223338426085
32,Female,Married,High School,197159,Government,10,Small,Own,17141,6,2,9554,25710,10318,19092,18073,Yes,13038,508,150649,452327,Education,217953,45,29481.55,Not_Eligible,112926,0.06612936766771996,0.5727661430621985,84233,0.14953184992823051
47,Female,Single,Graduate,69909,Self-employed,21,Small,Rented,25753,3,4,8339,8643,1227,8149,17100,Yes,26342,765,404901,192919,Education,277369,69,500.0,Not_Eligible,95553,0.3768041310846958,1.3668197227824743,-25644,0.007152154944284713
27,Male,Single,Graduate,26565,Government,20,Medium,Rented,918,5,1,14210,15773,8300,22574,5387,No,9955,701,301512,324175,Home Appliances,581009,53,500.0,Not_Eligible,77117,0.3747412008281574,2.9029550159984945,-50552,0.018821757952192736
28,Female,Married,Graduate,42597,Self-employed,26,Small,Rented,25695,2,1,7463,4355,4643,23172,9160,Yes,4570,503,647429,486258,Education,646114,48,500.0,Not_Eligible,79058,0.10728455055520342,1.8559522971101252,-36461,0.01173791581566777
49,Female,Married,High School,80623,Self-employed,17,Medium,Family,8897,4,4,9924,15157,11178,3733,4101,Yes,26085,597,408536,158415,Vehicle,400137,64,541.8,Not_Eligible,79075,0.32354290959155574,0.9807995237091153,1548,0.006720166701809657
39,Female,Single,Graduate,155504,Private,29,Large,Own,22438,6,2,7574,15710,4728,7555,2595,Yes,16536,555,133795,196473,Personal Loan,1194941,64,27428.8,Not_Eligible,77136,0.10633810062763659,0.49603868710772714,78368,0.1763864595122955
45,Male,Married,Professional,89300,Government,9,Small,Rented,21313,3,4,2628,24481,10426,4661,8829,Yes,16937,355,402324,431512,Home Appliances,364520,34,500.0,Not_Eligible,89275,0.18966405375139977,0.9997200447928332,25,0.005599104143337066
59,Male,Married,Graduate,106837,Government,15,Medium,Family,11622,4,0,4573,23235,6228,7553,2618,Yes,4582,558,576064,144510,Vehicle,596578,19,16249.1,Not_Eligible,60411,0.04288776360249726,0.5654501717569755,46426,0.15209243988505855
38,Female,Married,Graduate,64314,Private,7,Medium,Family,2861,6,1,14111,29879,12958,7662,3551,Yes,7970,794,660803,205741,E-commerce Shopping,1366264,53,500.0,Not_Eligible,78992,0.12392325154709706,1.2282240258730603,-14678,0.007774357060671083
60,Female,Married,Graduate,56965,Self-employed,5,Small,Rented,20878,4,0,8048,27281,5616,23518,16503,Yes,7758,765,95249,323439,Vehicle,1019976,30,500.0,Not_Eligible,109602,0.13618888791363118,1.92402352321601,-52637,0.008777319406653208
36,Male,Single,High School,112449,Self-employed,29,Medium,Own,1807,3,1,12210,22702,4715,3969,5059,Yes,10810,342,550984,26496,Personal Loan,1196451,53,17911.949999999997,Not_Eligible,61272,0.09613246894147569,0.5448870154470027,51177,0.15928954459354905
41,Female,Married,Professional,82957,Private,30,Small,Own,25975,5,0,1209,711,5521,3261,9039,Yes,27252,711,807131,27057,Home Appliances,1073929,21,3496.15,Not_Eligible,72968,0.32850754005086974,0.8795882204033415,9989,0.04214412285883048
33,Female,Single,Professional,189787,Private,18,Medium,Rented,2649,5,1,169,22203,3121,23663,17258,Yes,15096,436,236814,291962,Personal Loan,352789,59,36969.8,Not_Eligible,84159,0.07954180212554074,0.4434392239721372,105628,0.194796271609752
59,Female,Married,Post Graduate,199522,Self-employed,12,Large,Family,4423,4,2,14114,11881,8263,23999,19378,No,23599,639,390854,85169,E-commerce Shopping,1365537,77,32852.75,High_Risk,105657,0.11827768366395686,0.5295506259961308,93865,0.16465728090135423
37,Female,Single,Post Graduate,43317,Self-employed,14,Large,Family,17679,4,3,9759,26554,8296,18208,14681,Yes,11988,573,194919,319392,E-commerce Shopping,1147328,9,500.0,Not_Eligible,107165,0.27675046748389776,2.4739709582842764,-63848,0.011542812290786528
39,Male,Married,Professional,134191,Private,12,Large,Rented,9812,6,4,14773,21889,1342,6599,5984,Yes,12034,644,807329,20208,E-commerce Shopping,883425,10,21615.3,High_Risk,72433,0.08967814533016372,0.5397753947731219,61758,0.16107861182940733
42,Male,Single,Graduate,81753,Government,0,Small,Family,2442,1,1,4396,28536,13658,23343,10056,No,23575,320,299124,492659,Vehicle,22179,32,500.0,Not_Eligible,106006,0.28836862255819357,1.2966618961995278,-24253,0.006115983511308453
57,Male,Married,Graduate,50242,Self-employed,20,Large,Family,7639,2,4,3435,7439,7544,19769,1320,Yes,1398,453,248316,330566,Vehicle,1243057,9,594.3,Not_Eligible,48544,0.027825325424943273,0.9662035746984594,1698,0.01182874885553919
30,Female,Single,Graduate,147001,Private,27,Large,Rented,2595,6,1,1877,28373,12123,17911,9930,Yes,9963,834,910670,149221,Education,1083440,60,22480.15,Eligible,82772,0.06777504914932551,0.5630709995170101,64229,0.15292515016904648
51,Female,Married,High School,121262,Government,26,Large,Family,21521,4,3,4052,14521,5317,15540,4020,No,23236,800,198061,387564,E-commerce Shopping,685442,29,11569.25,Eligible,88207,0.19161814913163233,0.7274084214345796,33055,0.09540705249789712
47,Male,Married,Graduate,114806,Government,1,Small,Rented,13206,4,2,3035,27275,13927,4034,2675,No,3428,480,249021,234331,Personal Loan,1424070,42,16529.1,Not_Eligible,67580,0.029859066599306656,0.5886451927599603,47226,0.1439741825340139
51,Male,Single,High School,113724,Government,12,Medium,Rented,12364,2,2,3248,6020,14823,20923,16351,No,25632,806,215476,231398,E-commerce Shopping,1357474,38,5027.049999999999,High_Risk,99361,0.2253877809433365,0.8737030002462102,14363,0.04420394991382645
58,Male,Single,Professional,28580,Government,1,Small,Rented,17456,3,4,3873,8358,10550,16954,19045,No,24023,783,218479,269979,Home Appliances,287550,21,500.0,Not_Eligible,100259,0.8405528341497551,3.5080125962211337,-71679,0.01749475157452764
38,Female,Single,Graduate,119134,Private,24,Small,Family,4075,5,3,10383,6286,11613,4806,9563,No,25413,302,103671,402591,Vehicle,291264,58,16448.25,Not_Eligible,72139,0.21331441905753185,0.6055282287172428,46995,0.13806511994896503
60,Male,Single,Graduate,110967,Self-employed,10,Large,Rented,9641,3,4,8714,4588,14318,15355,14263,Yes,14510,653,737857,125527,E-commerce Shopping,442066,72,10352.3,High_Risk,81389,0.13075959519496788,0.7334522876170393,29578,0.09329169933403623
32,Female,Single,Post Graduate,35742,Government,12,Medium,Family,20326,2,2,3552,18503,5832,17160,16658,Yes,2612,457,661552,216583,Education,501730,82,500.0,Not_Eligible,84643,0.07307929047059482,2.3681663029489117,-48901,0.013989144423927033
59,Female,Married,Professional,32833,Government,30,Large,Rented,1771,2,0,5605,7511,14700,21440,10869,Yes,27308,837,549940,31531,E-commerce Shopping,989412,26,500.0,Not_Eligible,89204,0.8317241799409131,2.716900679194713,-56371,0.015228581000822344
43,Male,Single,Graduate,111421,Private,9,Large,Own,22059,1,4,2706,27122,14427,4600,19520,Yes,25542,764,956514,430175,Education,950318,26,500.0,Not_Eligible,115976,0.22923865339567945,1.0408809829385843,-4555,0.004487484405991689
54,Male,Single,High School,86347,Government,22,Small,Family,17401,6,1,2532,22674,4174,23071,68,Yes,17905,473,389417,373787,Vehicle,1481760,32,500.0,Not_Eligible,87825,0.2073609969078254,1.017116981481696,-1478,0.005790589134538548
38,Female,Married,Professional,89155,Private,21,Small,Family,3692,6,2,821,24052,9929,7790,19158,No,27346,797,914899,447611,Vehicle,279309,41,500.0,Not_Eligible,92788,0.3067242442936459,1.0407492569121193,-3633,0.00560821042005496
44,Male,Single,Post Graduate,104791,Private,14,Small,Family,28800,6,1,3508,5457,13852,16484,4404,Yes,3796,715,725587,357231,Education,414404,47,9971.5,High_Risk,76301,0.03622448492714069,0.7281255069614757,28490,0.0951560725634835
49,Male,Single,Professional,159599,Self-employed,28,Large,Own,25094,6,3,194,1108,9054,20184,18578,Yes,13509,539,651457,171714,Home Appliances,374978,51,25157.3,Not_Eligible,87721,0.08464338748989655,0.5496337696351481,71878,0.15762818062769818
48,Female,Single,High School,129527,Government,0,Medium,Rented,18735,1,2,465,18224,2026,5069,8769,No,7975,501,858582,52870,Vehicle,1337511,37,23892.4,Not_Eligible,61263,0.06157017455820022,0.47297474657793354,68264,0.18445883869772325
38,Female,Married,Post Graduate,56057,Self-employed,30,Medium,Own,9327,5,2,3025,11130,6949,10209,4271,Yes,25597,621,665691,123903,Education,28660,22,500.0,Not_Eligible,70508,0.45662450719803055,1.2577911768378616,-14451,0.008919492659257542
50,Female,Single,High School,59261,Private,13,Large,Rented,19156,6,4,11339,19238,5639,14467,14913,No,7170,437,983057,431237,Vehicle,82936,38,500.0,Not_Eligible,91922,0.12099019591299505,1.5511381853158064,-32661,0.008437252155717926
47,Female,Married,Professional,146114,Government,9,Medium,Rented,911,4,4,8145,19598,2103,14786,10440,Yes,19504,403,986752,2524,E-commerce Shopping,1196401,77,24719.45,Not_Eligible,75487,0.13348481322802744,0.5166308498843369,70627,0.1691792025404821
46,Female,Married,Post Graduate,37769,Private,17,Large,Rented,9007,2,1,2537,25466,3683,20869,15377,Yes,19469,619,889973,244268,Personal Loan,1386019,21,500.0,Not_Eligible,96408,0.5154756546374011,2.552569567634833,-58639,0.013238370091874289
