age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
41,Female,Married,Post Graduate,51775,Private,1,Large,Family,13929,4,1,12159,16563,3050,9051,9134,Yes,24460,461,363950,152169,Home Appliances,891528,69,500.0,Not_Eligible
55,Male,Single,Post Graduate,197129,Self-employed,15,Medium,Family,20879,5,2,10846,588,13300,7246,13652,Yes,21219,775,264191,74210,E-commerce Shopping,1492881,25,38289.649999999994,Eligible
32,Male,Married,High School,100909,Private,6,Large,Own,22883,6,0,6693,18429,5259,18469,6604,No,906,660,58814,100559,Vehicle,1160987,83,7583.099999999999,High_Risk
49,Male,Married,Graduate,51253,Self-employed,18,Large,Family,6242,4,2,11419,22238,5712,25317,9649,No,22685,823,839799,417669,Home Appliances,850506,43,500.0,Not_Eligible
33,Male,Single,High School,66884,Self-employed,10,Large,Rented,13832,5,3,12587,3225,10560,26145,15817,Yes,10610,429,651408,482255,E-commerce Shopping,124719,77,500.0,Not_Eligible
26,Male,Single,Post Graduate,91497,Government,0,Medium,Rented,24683,5,1,2394,26975,9027,16054,7639,No,13079,580,550982,89655,Home Appliances,1021045,34,500.0,Not_Eligible
39,Female,Married,High School,32705,Self-employed,8,Medium,Family,26560,6,3,5542,11228,5261,3013,2138,No,14331,751,538786,397447,Vehicle,935962,67,500.0,Not_Eligible
27,Male,Single,High School,190748,Government,4,Small,Rented,14285,3,4,4521,25140,12338,12593,8480,No,6388,433,32298,487379,E-commerce Shopping,708143,29,37451.049999999996,Not_Eligible
60,Male,Married,Post Graduate,106640,Government,25,Large,Rented,28823,6,1,41,4764,7203,21638,6115,Yes,3665,850,145122,151774,Vehicle,548047,66,12036.849999999999,Eligible
28,Male,Married,Post Graduate,22101,Self-employed,16,Medium,Family,9097,2,1,14651,7087,6864,18606,3344,Yes,5654,772,940668,240659,Personal Loan,1441468,75,500.0,Not_Eligible
38,Female,Married,High School,77495,Private,26,Medium,Rented,21329,3,4,12925,20437,7525,13974,7681,No,24645,304,281943,75208,E-commerce Shopping,837445,69,500.0,Not_Eligible
49,Female,Single,High School,150815,Self-employed,0,Small,Rented,15084,3,3,1848,4464,9852,16067,4686,Yes,2925,381,133725,495901,Home Appliances,117013,55,33561.15,Not_Eligible
34,Female,Married,High School,23951,Government,16,Medium,Family,1992,5,2,10316,2706,6242,8506,6699,Yes,28657,520,894629,440765,Personal Loan,1183273,12,500.0,Not_Eligible
45,Female,Married,Professional,153086,Self-employed,11,Medium,Own,4122,1,0,4191,29365,5562,4098,14017,No,25674,368,106465,118092,Home Appliances,1441559,53,23119.949999999997,Not_Eligible
60,Female,Married,High School,51180,Self-employed,24,Medium,Own,28790,1,3,7430,13389,8456,11116,19014,Yes,16518,817,644355,138265,Vehicle,1435287,34,500.0,Not_Eligible
36,Female,Single,Professional,71977,Government,12,Small,Family,29394,2,4,2866,12158,9707,16354,12835,No,24494,827,580654,433729,Vehicle,994357,67,500.0,Not_Eligible
51,Female,Married,Graduate,78209,Self-employed,23,Small,Own,26723,4,4,13024,7166,7380,22588,12845,Yes,736,441,151099,358972,Personal Loan,471447,48,500.0,Not_Eligible
26,Male,Married,Professional,187980,Self-employed,10,Large,Own,12290,5,4,9838,21622,9911,11622,15281,No,23417,803,979816,415164,Personal Loan,87328,74,29399.649999999998,Eligible
37,Male,Married,High School,123575,Government,12,Medium,Own,17189,2,1,6893,12646,9363,3794,16607,No,8329,656,353775,211500,E-commerce Shopping,1271414,12,17063.899999999998,High_Risk
56,Female,Single,Graduate,65918,Private,30,Small,Own,18376,3,2,8396,20310,14696,23350,11010,Yes,1876,505,284097,217901,Home Appliances,576610,64,500.0,Not_Eligible
55,Male,Married,Professional,154291,Government,12,Small,Family,23880,5,1,13599,1640,2469,14699,1521,No,6856,339,819912,471831,Education,1454220,73,31369.449999999997,Not_Eligible
40,Male,Married,Professional,153235,Government,5,Small,Own,19984,3,1,3334,18034,2173,11399,18038,No,3958,820,157779,20812,Vehicle,1393810,75,26710.25,Eligible
56,Female,Single,Post Graduate,148542,Self-employed,25,Large,Own,29801,2,1,3659,25078,5666,18074,6048,Yes,17821,799,504837,232463,Education,978104,56,14838.249999999998,Eligible
56,Male,Single,Graduate,162615,Government,30,Large,Family,13541,1,4,7079,14367,5900,29727,5144,No,21935,501,364888,341329,Education,466560,41,22722.699999999997,Not_Eligible
58,Male,Married,Post Graduate,165348,Self-employed,30,Large,Family,28975,2,3,654,26981,2174,5511,4772,Yes,18671,347,939232,217231,Personal Loan,38468,31,27163.5,Not_Eligible
35,Female,Married,Graduate,135014,Self-employed,21,Large,Own,28848,6,0,2362,8253,4744,27399,6307,Yes,6680,748,500545,125761,Home Appliances,158077,18,17647.35,Eligible
34,Male,Married,Professional,182953,Self-employed,5,Large,Rented,4010,5,0,9584,13408,5208,3579,12050,Yes,216,809,702086,498304,Education,1432200,46,47214.299999999996,Eligible
39,Female,Single,Post Graduate,93950,Government,19,Medium,Family,8275,5,2,11860,11641,14543,10135,10284,Yes,19312,565,213297,182857,Home Appliances,1352816,69,2765.0,Not_Eligible
41,Female,Single,High School,22749,Government,20,Medium,Family,20742,4,2,8075,22150,11133,5830,12655,Yes,19467,544,198051,376344,Personal Loan,242031,71,500.0,Not_Eligible
42,Male,Married,Professional,39182,Self-employed,9,Small,Own,21699,1,4,5371,21999,5031,9169,736,No,23034,561,949338,185357,Education,150511,72,500.0,Not_Eligible
33,Male,Single,Graduate,92450,Private,18,Large,Rented,3320,5,0,5452,22113,7631,14180,8337,No,22945,617,958320,383184,Education,352469,19,2965.2,Not_Eligible
49,Male,Married,Graduate,95543,Private,2,Large,Family,23933,1,3,4839,12739,8101,27315,10589,Yes,386,842,40081,236497,Vehicle,1271552,83,2674.35,Not_Eligible
38,Female,Married,Post Graduate,111487,Government,25,Small,Family,18889,5,4,7593,3286,10589,15297,15283,No,5253,650,692370,113286,Education,811085,44,12353.949999999999,High_Risk
49,Female,Single,Post Graduate,125227,Self-employed,6,Medium,Family,7828,1,2,14630,15443,5021,12825,1033,Yes,5434,333,870225,371732,E-commerce Shopping,494660,42,22054.55,Not_Eligible
46,Female,Married,Graduate,167455,Self-employed,4,Large,Rented,7885,6,4,14977,14741,9889,23478,16244,No,922,787,261253,110428,Personal Loan,1014474,16,27761.649999999998,Eligible
54,Male,Single,Professional,93578,Government,7,Large,Family,18840,2,2,284,15341,2774,12712,6663,Yes,12882,648,100419,185434,E-commerce Shopping,1186924,34,8428.699999999999,High_Risk
44,Male,Single,Post Graduate,131258,Private,4,Large,Family,7248,1,0,9532,1692,6366,22865,13345,No,11079,745,660389,331312,Education,312845,45,20695.85,Eligible
45,Female,Married,High School,171484,Government,11,Medium,Rented,7868,3,4,511,23658,12403,18495,18665,No,24611,769,417976,256899,Education,1056116,79,22845.55,Eligible
56,Male,Single,Graduate,28181,Government,3,Medium,Family,6349,6,1,11247,15848,4473,18183,7348,No,25404,593,362318,212491,E-commerce Shopping,1394144,49,500.0,Not_Eligible
45,Male,Married,High School,59898,Self-employed,29,Large,Rented,23347,2,2,4124,16740,5063,17879,6033,No,14054,510,237900,42005,Vehicle,1187329,25,500.0,Not_Eligible
59,Female,Single,Graduate,18405,Government,18,Large,Rented,3062,5,1,12003,14466,11946,3095,4619,No,26211,434,791107,237415,Vehicle,828514,62,500.0,Not_Eligible
56,Female,Married,High School,25862,Private,27,Small,Rented,3852,5,2,11557,29717,9123,15076,9919,Yes,11729,678,514723,149153,E-commerce Shopping,1015918,14,500.0,Not_Eligible
54,Male,Married,Professional,43688,Government,17,Small,Own,29473,4,1,3078,16979,7268,6510,14175,No,12998,632,689819,459161,E-commerce Shopping,296546,60,500.0,Not_Eligible
36,Female,Married,Graduate,63017,Self-employed,2,Medium,Family,21374,6,0,4637,18008,13643,29107,8577,No,3264,687,277351,429211,Personal Loan,388865,24,500.0,Not_Eligible
42,Male,Single,Professional,27939,Private,6,Small,Family,13160,3,0,10454,25705,13526,24259,10512,Yes,6825,576,24130,246674,Vehicle,884146,66,500.0,Not_Eligible
45,Female,Married,Post Graduate,119152,Self-employed,7,Large,Family,16322,6,3,12914,14260,12245,8807,10566,No,21645,797,858899,205982,Home Appliances,109597,76,7837.549999999999,High_Risk
37,Female,Single,Graduate,54585,Government,14,Medium,Rented,387,4,3,14299,24412,5608,3614,513,No,6391,690,889356,469773,Education,564352,14,500.0,Not_Eligible
45,Female,Single,Professional,131315,Government,20,Small,Own,14123,6,3,12215,15288,3680,16129,14233,Yes,18752,376,525221,352342,Education,232176,26,12913.25,Not_Eligible
32,Male,Single,High School,119447,Government,26,Medium,Rented,7037,2,4,8406,27017,7744,10204,664,No,22027,718,230440,245072,E-commerce Shopping,1359680,74,12721.8,Eligible
31,Male,Single,Professional,169014,Self-employed,16,Large,Family,6910,4,2,13475,4966,14311,10377,2187,No,29394,680,16913,385430,Home Appliances,179635,22,30587.899999999998,High_Risk
47,Female,Single,Graduate,151344,Government,18,Small,Rented,15758,2,4,11433,26606,4603,10023,12176,Yes,3457,676,604462,438992,Vehicle,428432,5,23550.8,High_Risk
56,Female,Married,Professional,190206,Private,3,Small,Own,2003,4,3,10460,11364,4344,14678,6238,No,27405,438,158946,430599,Vehicle,1130789,73,39799.899999999994,Not_Eligible
35,Female,Single,High School,170337,Private,15,Small,Family,25607,1,2,5119,10023,14488,17306,17924,No,27970,542,815561,473765,Vehicle,613042,25,18165.0,Not_Eligible
46,Male,Married,High School,194264,Self-employed,25,Large,Rented,5745,2,4,3331,3953,10621,10934,9947,Yes,20322,793,845925,198665,E-commerce Shopping,162971,61,45293.85,Eligible
46,Female,Married,High School,174740,Self-employed,12,Medium,Own,17924,2,0,14035,23699,11353,11004,12315,No,9676,658,874563,129053,E-commerce Shopping,189020,35,26156.899999999998,High_Risk
49,Female,Single,Post Graduate,96560,Self-employed,28,Small,Rented,25025,1,2,2308,24444,14216,13337,19015,Yes,26608,550,586032,31494,Education,763419,48,500.0,Not_Eligible
46,Female,Married,Graduate,112435,Government,11,Medium,Rented,3547,1,3,1837,27877,6913,24946,7157,Yes,24898,577,999244,89345,Education,704017,37,5341.0,Not_Eligible
52,Female,Married,High School,84283,Private,3,Medium,Family,29013,3,0,8010,6230,9218,12251,8499,No,15629,470,352684,389102,Vehicle,767075,24,500.0,Not_Eligible
53,Male,Single,Post Graduate,24297,Private,11,Medium,Own,25672,1,2,5119,2570,4771,14209,11661,Yes,13217,478,768390,313621,Education,724432,36,500.0,Not_Eligible
37,Male,Married,High School,79005,Private,16,Large,Rented,9051,4,4,5736,16476,10633,12964,11025,Yes,5932,795,794709,330884,Education,660681,38,2515.7999999999997,Not_Eligible
42,Female,Single,Professional,143833,Self-employed,25,Large,Own,14456,1,3,565,21283,7742,8634,11556,No,25736,677,770298,157634,Vehicle,1304651,28,18851.35,High_Risk
26,Male,Single,Graduate,147679,Self-employed,8,Small,Family,301,1,4,11883,10392,13879,13186,1993,Yes,27527,793,302433,386504,E-commerce Shopping,891704,43,23981.3,Eligible
53,Male,Single,Professional,145654,Government,11,Small,Family,7104,2,0,7639,12641,14773,29242,703,Yes,26268,675,137977,210116,Education,369330,12,16549.399999999998,High_Risk
45,Male,Married,Post Graduate,101994,Self-employed,25,Medium,Family,18403,2,0,12090,25454,11419,24723,6638,No,22588,577,897295,217655,E-commerce Shopping,1444839,9,500.0,Not_Eligible
39,Female,Married,Professional,71305,Private,30,Medium,Own,9072,6,0,8992,21087,9758,18721,354,No,10165,634,246118,237843,Home Appliances,358403,44,500.0,Not_Eligible
51,Male,Married,Professional,174045,Government,14,Medium,Own,10473,1,2,1278,7741,9438,26482,546,No,27558,317,394628,483804,E-commerce Shopping,1385333,13,31685.149999999998,Not_Eligible
55,Male,Married,High School,169189,Self-employed,19,Large,Rented,20545,3,3,9493,1896,2523,10048,14973,Yes,11261,599,803776,264389,Personal Loan,227561,83,34457.5,Not_Eligible
39,Male,Single,Professional,137688,Self-employed,1,Large,Own,16613,2,0,11822,25558,3364,8657,5136,No,18208,408,800714,482627,Personal Loan,527898,74,16915.5,Not_Eligible
47,Female,Single,High School,22645,Private,28,Small,Family,25497,4,4,12933,2964,8601,11713,109,No,2966,331,209827,2531,Vehicle,229315,73,500.0,Not_Eligible
48,Female,Married,High School,57238,Government,8,Medium,Rented,7710,6,3,7191,27538,6352,3922,17882,No,6471,741,699925,332984,Personal Loan,1045114,74,500.0,Not_Eligible
37,Male,Single,Graduate,84694,Self-employed,13,Medium,Own,16178,4,4,5084,9302,6054,23588,3671,Yes,27518,355,217618,284180,Home Appliances,270798,8,500.0,Not_Eligible
46,Male,Married,Post Graduate,187845,Self-employed,3,Large,Family,18216,1,4,3504,6354,7925,24309,11375,No,18599,373,994084,390160,E-commerce Shopping,1107486,48,34147.049999999996,Not_Eligible
57,Female,Single,Post Graduate,31786,Government,3,Small,Family,8242,1,0,9183,24452,4965,12396,14944,Yes,18789,820,928879,340046,E-commerce Shopping,76087,7,500.0,Not_Eligible
27,Female,Single,Post Graduate,55693,Government,26,Medium,Rented,20062,3,3,12916,24958,4692,9485,7952,Yes,13846,746,488253,426010,Education,287512,82,500.0,Not_Eligible
43,Male,Single,High School,111447,Self-employed,5,Medium,Family,7496,1,1,14062,12002,6081,10824,465,Yes,27706,791,215891,110246,Education,488833,47,11483.849999999999,Eligible
47,Male,Single,Post Graduate,172650,Self-employed,23,Small,Own,20866,6,2,10717,26123,2773,14312,13691,Yes,19299,431,581618,335186,Education,969941,16,22704.149999999998,Not_Eligible
53,Female,Single,High School,192480,Private,4,Medium,Family,29733,5,1,5613,2918,3937,12688,176,No,10175,537,299024,307946,E-commerce Shopping,38751,36,44534.0,Not_Eligible
54,Female,Married,Graduate,84702,Government,27,Large,Rented,28357,5,2,10621,23704,4890,24145,13675,Yes,10039,655,796929,473026,E-commerce Shopping,200002,58,500.0,Not_Eligible
49,Male,Married,Post Graduate,99845,Self-employed,23,Small,Family,25328,1,3,13106,21508,8536,27904,12272,No,17066,549,483883,485851,Education,377416,60,500.0,Not_Eligible
32,Female,Single,High School,30076,Self-employed,16,Medium,Family,13484,6,0,6517,13387,8335,9699,13273,No,22611,341,198170,383086,E-commerce Shopping,1061221,52,500.0,Not_Eligible
40,Male,Married,Post Graduate,34377,Self-employed,12,Medium,Own,5887,5,3,10792,18842,2091,8355,19311,No,10487,530,422158,163541,Home Appliances,167327,69,500.0,Not_Eligible
32,Male,Single,Post Graduate,155350,Self-employed,19,Large,Own,17862,4,1,6905,14339,9119,15183,5056,Yes,4921,389,144024,49522,Education,1390524,84,28687.749999999996,Not_Eligible
25,Male,Single,Graduate,142368,Private,16,Large,Own,2088,6,4,13634,28019,7106,4464,17866,No,5615,703,777990,26992,Personal Loan,307739,58,22251.6,Eligible
29,Female,Single,Professional,48539,Government,18,Large,Own,6040,6,2,11352,17490,9938,17583,6409,No,19453,490,94903,87749,Education,1229784,22,500.0,Not_Eligible
27,Male,Single,Post Graduate,141552,Self-employed,26,Medium,Family,24536,1,2,10331,21420,10766,5034,13598,No,3967,680,210490,471030,Personal Loan,1443605,15,18165.0,High_Risk
25,Male,Married,Graduate,157512,Government,22,Medium,Own,19377,4,1,376,8622,14966,6590,12312,No,11659,426,18910,425438,Vehicle,1390227,75,29263.499999999996,Not_Eligible
28,Female,Single,Post Graduate,41245,Government,0,Medium,Family,13440,4,0,8142,19927,5440,26223,16810,Yes,25507,676,846803,455364,Personal Loan,571765,47,500.0,Not_Eligible
59,Female,Married,Post Graduate,168169,Self-employed,20,Small,Own,29749,5,3,1104,28009,4601,28078,1527,No,11208,539,245070,223244,Home Appliances,664800,33,22362.55,Not_Eligible
56,Male,Single,Post Graduate,82092,Self-employed,16,Large,Own,14421,3,1,13953,10651,11291,25891,5250,Yes,2528,742,703712,23152,E-commerce Shopping,1275529,72,500.0,Not_Eligible
58,Male,Single,Post Graduate,124454,Self-employed,21,Small,Own,28371,4,3,6746,6112,4516,11680,15158,Yes,25221,337,697813,78433,Home Appliances,908807,43,9327.5,Not_Eligible
49,Female,Married,Professional,147223,Private,24,Large,Family,19724,5,0,10339,2082,12997,10367,5952,No,7455,849,545217,419633,Vehicle,414681,48,27407.449999999997,Eligible
34,Female,Single,Professional,167770,Self-employed,2,Medium,Own,2343,3,4,9805,13553,3852,23221,14790,Yes,4288,578,514662,403081,Home Appliances,671666,4,33571.299999999996,Not_Eligible
45,Female,Single,Post Graduate,163673,Government,26,Small,Family,7188,6,3,5674,3727,1591,4426,19178,No,8691,450,852832,371815,Home Appliances,518974,9,39619.299999999996,Not_Eligible
51,Male,Married,Post Graduate,172879,Government,26,Small,Own,1238,5,0,5242,5003,1692,18604,16470,No,12439,689,212562,63719,Vehicle,1315172,14,39266.85,High_Risk
51,Male,Married,Graduate,191374,Private,13,Large,Own,29096,5,1,2847,26698,2163,4599,19951,Yes,8860,662,814418,253937,Home Appliances,255876,66,34006.0,High_Risk
26,Male,Married,Graduate,154111,Self-employed,11,Small,Rented,26812,1,4,11659,2858,12984,21218,8584,No,13831,473,556814,420011,Vehicle,12330,45,19657.75,Not_Eligible
37,Female,Single,High School,62427,Self-employed,14,Small,Own,12448,6,4,8214,8475,9600,18147,8947,No,10508,442,36293,126491,E-commerce Shopping,1427354,53,500.0,Not_Eligible
33,Male,Single,Professional,86839,Private,5,Medium,Family,6856,6,4,2703,726,3382,15952,6303,No,21054,556,834378,203220,Education,1442762,22,10452.05,Not_Eligible
60,Female,Married,Post Graduate,165125,Private,19,Large,Rented,22044,2,2,12203,18165,6400,12232,7943,Yes,22040,399,752662,14116,E-commerce Shopping,583992,15,22434.3,Not_Eligible
46,Male,Married,Professional,131801,Self-employed,21,Small,Family,10620,3,0,4865,23789,9596,19422,15651,No,2038,786,437706,431395,E-commerce Shopping,1022394,49,16036.999999999998,Eligible
50,Female,Single,Graduate,125845,Self-employed,1,Medium,Family,20723,5,3,6662,16720,6842,22298,8974,No,14492,647,367109,239607,E-commerce Shopping,1490731,28,10196.9,High_Risk
36,Male,Single,Professional,101298,Government,3,Small,Rented,8374,4,1,3348,19986,6975,9438,4641,Yes,316,844,665276,446391,Home Appliances,305486,60,16877.0,Eligible
41,Male,Married,Professional,104147,Self-employed,12,Medium,Own,8735,4,4,11961,6083,5742,27614,5780,Yes,2647,665,583472,263771,E-commerce Shopping,1211986,24,12454.75,High_Risk
38,Female,Married,Post Graduate,70413,Self-employed,12,Small,Rented,19210,2,4,9110,25161,2483,19570,14294,No,9178,451,12312,208076,Vehicle,355516,61,500.0,Not_Eligible
38,Female,Married,Post Graduate,80958,Government,22,Medium,Family,23475,3,4,10171,18298,6158,28325,5640,No,13554,545,503032,438819,Vehicle,128039,77,500.0,Not_Eligible
58,Male,Married,Graduate,46275,Government,26,Medium,Own,92,1,0,376,8758,11314,24441,6183,No,5657,395,807219,73856,Vehicle,1053812,17,500.0,Not_Eligible
44,Female,Single,Post Graduate,41597,Government,21,Large,Rented,2415,3,1,6434,6226,10056,22215,7933,No,14419,638,405326,351402,Vehicle,88540,47,500.0,Not_Eligible
35,Female,Single,Graduate,92521,Government,24,Medium,Family,4254,4,0,9442,13987,2584,13601,16874,No,28867,753,294482,142216,E-commerce Shopping,673999,49,1019.1999999999999,Not_Eligible
40,Male,Single,Graduate,109243,Private,26,Small,Own,10637,4,1,9388,10557,9408,7557,19852,No,23829,383,246916,94704,Personal Loan,930870,84,6305.25,Not_Eligible
55,Female,Single,High School,83908,Government,22,Medium,Family,24510,1,3,9862,4970,8413,3668,17432,Yes,13446,772,51015,405459,Education,414601,33,562.4499999999999,Not_Eligible
30,Male,Married,High School,70188,Private,16,Medium,Own,4533,1,2,7620,6822,1742,8350,16582,Yes,22456,424,589301,10602,Personal Loan,38476,31,729.05,Not_Eligible
43,Male,Single,High School,49710,Government,5,Small,Own,6516,4,1,11332,18035,5513,22137,8562,No,5949,639,950299,23401,Home Appliances,192737,43,500.0,Not_Eligible
28,Female,Married,Professional,133493,Government,10,Small,Rented,4401,5,0,11544,17704,13030,8369,12378,Yes,4473,465,43014,48080,E-commerce Shopping,515002,83,21557.899999999998,Not_Eligible
28,Female,Single,High School,195122,Government,18,Medium,Own,3032,5,0,11102,1790,12466,7873,8590,Yes,2165,808,681736,499906,Personal Loan,1185551,20,50000.0,Eligible
44,Male,Single,Post Graduate,64249,Self-employed,15,Small,Family,26549,1,0,6485,21845,13943,29625,16843,Yes,18321,746,881895,339826,E-commerce Shopping,122116,12,500.0,Not_Eligible
34,Male,Single,Post Graduate,49247,Private,7,Medium,Own,19673,6,2,13157,2881,10055,22930,18988,No,16137,712,217965,209439,Vehicle,872043,11,500.0,Not_Eligible
48,Male,Married,High School,41408,Government,28,Medium,Family,29653,5,1,1356,17338,4982,7748,11438,Yes,3870,585,470016,124534,Home Appliances,1155807,54,500.0,Not_Eligible
59,Male,Single,Professional,91313,Self-employed,0,Medium,Own,10568,1,1,1766,22368,3855,3181,4668,Yes,22553,712,791805,78203,Personal Loan,1313977,29,7823.9,High_Risk
50,Male,Married,Graduate,20443,Private,9,Small,Own,20822,3,1,5505,5543,5046,9145,1293,Yes,11958,385,437468,492514,Education,577080,28,500.0,Not_Eligible
45,Male,Married,Professional,145270,Private,1,Large,Rented,6867,3,1,9557,7130,14830,22625,10951,No,20718,438,273318,394821,Vehicle,640905,31,18407.199999999997,Not_Eligible
45,Female,Single,Professional,146151,Self-employed,18,Large,Own,14176,3,4,10556,18450,4684,16581,10583,Yes,23660,732,523928,148793,Vehicle,908121,22,16611.35,Eligible
34,Female,Married,Graduate,111818,Private,13,Medium,Own,3234,1,4,12168,14134,13583,28552,17582,No,5209,404,67808,21939,Home Appliances,221321,75,6074.599999999999,Not_Eligible
28,Female,Single,Graduate,184417,Self-employed,2,Medium,Family,22381,1,0,5426,20335,9641,29930,10156,No,24957,377,537008,8389,Vehicle,790645,70,21556.85,Not_Eligible
44,Male,Married,Graduate,158973,Government,22,Small,Family,6301,5,4,3841,2861,14539,22307,13306,Yes,2840,677,711528,329048,Vehicle,644552,17,32542.3,High_Risk
41,Female,Single,Post Graduate,188804,Self-employed,28,Large,Family,17517,5,1,3244,14339,11342,13288,15382,Yes,18039,487,436475,461083,Personal Loan,665013,54,33478.549999999996,Not_Eligible
31,Male,Married,Graduate,163579,Private,23,Large,Own,11830,5,1,543,26813,2115,20829,18661,No,7859,690,443683,28902,Vehicle,1141596,82,26225.149999999998,High_Risk
28,Male,Married,Graduate,96785,Private,30,Large,Family,10589,2,4,11463,21784,3837,26523,6273,Yes,5137,560,896440,210624,Home Appliances,1077790,3,3912.6499999999996,Not_Eligible
53,Female,Single,Professional,141691,Government,8,Small,Family,27349,1,3,11855,8254,4428,19289,9365,No,17047,591,990689,254631,E-commerce Shopping,175388,21,15436.4,Not_Eligible
38,Male,Single,Professional,50391,Self-employed,22,Small,Own,29036,6,0,14176,9205,8044,4308,8357,No,501,442,723051,174543,Home Appliances,1047602,28,500.0,Not_Eligible
27,Male,Single,High School,49171,Government,7,Small,Family,26496,3,2,14410,6133,3193,17190,7416,No,17003,337,165566,484243,Home Appliances,819089,61,500.0,Not_Eligible
48,Male,Single,Professional,197802,Self-employed,10,Medium,Rented,2062,3,0,6047,18373,4338,11571,10921,No,22158,335,816911,325207,E-commerce Shopping,1017424,6,42816.2,Not_Eligible
40,Male,Married,Graduate,130019,Self-employed,14,Small,Rented,26776,2,0,8967,26478,3166,21239,1691,Yes,18303,414,751527,138190,Personal Loan,926063,64,8189.65,Not_Eligible
28,Male,Married,Post Graduate,22485,Self-employed,5,Medium,Family,4627,2,0,1620,18188,2526,16071,10814,No,23303,813,712250,481394,Education,1427693,59,500.0,Not_Eligible
48,Male,Married,Professional,142628,Government,1,Medium,Family,27590,3,4,4312,3325,9455,11747,12530,No,28202,314,79073,265865,Education,352613,62,15913.449999999999,Not_Eligible
58,Female,Married,Professional,125104,Government,0,Medium,Family,19855,1,0,14968,3698,10491,24051,2415,No,16600,610,247884,127051,Home Appliances,233703,37,11559.099999999999,High_Risk
54,Male,Single,Graduate,130427,Private,2,Medium,Own,29747,3,1,8723,5973,4418,12414,8818,No,11234,525,833138,460221,Personal Loan,1104288,37,17185.0,Not_Eligible
42,Male,Married,Professional,105153,Government,24,Small,Rented,13142,3,0,12736,22275,12228,19492,2305,No,22551,487,459949,137508,Personal Loan,213917,42,500.0,Not_Eligible
43,Male,Single,Professional,52748,Self-employed,28,Small,Rented,468,6,1,7828,25601,3712,27640,11598,No,21997,324,676308,360162,Personal Loan,43511,23,500.0,Not_Eligible
55,Male,Married,Graduate,149950,Self-employed,22,Large,Family,1344,2,4,888,6210,1786,9034,1131,Yes,5881,788,664218,403259,Personal Loan,752440,29,43286.6,Eligible
43,Female,Single,Professional,148021,Self-employed,17,Large,Family,25454,2,4,10105,17261,5988,27236,1644,Yes,21479,539,634509,144986,Home Appliances,1321549,49,13598.9,Not_Eligible
43,Female,Single,Post Graduate,166953,Government,13,Medium,Own,29038,5,0,12248,3357,13161,16409,2294,No,22900,692,596993,239692,Vehicle,1024100,15,23641.1,High_Risk
46,Male,Single,High School,197378,Private,16,Large,Own,6098,2,1,392,16515,11601,14392,15585,Yes,27237,476,752131,468317,Education,698162,56,36945.299999999996,Not_Eligible
48,Male,Single,Professional,102150,Government,1,Large,Rented,12101,6,1,9813,5167,12238,29891,3217,No,13780,673,427262,111986,Education,395118,8,5580.049999999999,High_Risk
36,Male,Single,Post Graduate,104364,Private,30,Large,Own,3807,6,1,3457,15914,1235,29008,5196,Yes,15861,560,471476,33090,E-commerce Shopping,964042,33,10460.099999999999,Not_Eligible
54,Female,Married,Professional,130925,Government,18,Medium,Rented,4736,3,1,7668,27228,14753,29710,2085,No,22336,535,911181,85171,Home Appliances,227056,35,7843.15,Not_Eligible
55,Female,Single,High School,24958,Self-employed,29,Large,Family,21341,6,2,13458,7084,14889,8720,12679,No,22041,761,893847,107938,Education,32192,11,500.0,Not_Eligible
60,Female,Married,Graduate,154769,Private,21,Small,Family,27517,5,4,2363,992,4334,15254,12879,No,8521,809,914749,446831,Home Appliances,1156558,71,29018.149999999998,Eligible
43,Female,Married,High School,102160,Government,27,Medium,Rented,15375,3,1,14789,5772,2074,6927,6803,Yes,23705,368,853081,288445,Home Appliances,382746,46,9350.25,Not_Eligible
60,Male,Single,Professional,30493,Self-employed,8,Small,Family,19729,1,2,7354,17454,13638,5497,4216,Yes,22337,550,203815,96651,Personal Loan,590175,60,500.0,Not_Eligible
54,Female,Married,High School,188873,Private,7,Medium,Own,16972,1,2,9540,23782,13704,5976,16720,Yes,17319,629,149668,287473,E-commerce Shopping,1197205,40,29700.999999999996,High_Risk
57,Female,Married,High School,36199,Private,9,Small,Family,3883,2,4,11052,26335,12082,3740,14097,Yes,16141,795,824178,352796,Home Appliances,797297,46,500.0,Not_Eligible
42,Male,Married,Graduate,180560,Self-employed,8,Large,Family,25905,5,3,317,22811,1743,19854,10923,No,22944,648,851899,399645,Education,538168,70,26622.05,High_Risk
52,Male,Single,Professional,45493,Self-employed,26,Medium,Rented,91,6,0,6537,2596,13135,21049,17643,No,9656,315,485336,87701,Education,144815,34,500.0,Not_Eligible
35,Female,Single,High School,126545,Government,26,Small,Own,16841,4,4,12666,27675,2005,14907,19832,Yes,24998,508,398065,423248,E-commerce Shopping,1276708,5,2667.35,Not_Eligible
57,Female,Single,High School,64002,Government,7,Medium,Own,27917,1,3,8896,21914,9204,23374,16110,No,5760,342,642807,315700,Home Appliances,564826,61,500.0,Not_Eligible
